,account_name,inv_horizon,inv_obj_least_imp,inv_obj_most_imp,inv_obj_some_imp,inv_obj_very_imp,investment_amt,liquidity_need,model_id,model_name,primary_fin_need,risk_profile,risk_tolerance,volatility
789,Debra Ramsey,Over 20 Years,3,2,1,4,407977,Less than 2 Years,790,Aggressive Income Strategy 790,Wealth Accumulation/Investment,4,2,17.990000000000002
790,Jessica Scott,Immediate,3,2,4,0,625181,2 to 5 Years,791,Aggressive Income Strategy 791,Current Income,3,2,30.54
791,Lauren Oconnor,6 to 10 Years,0,1,3,0,801041,2 to 5 Years,792,Income Strategy 792,Retirement,1,0,22.29
792,Gloria Lynch,Immediate,2,3,4,0,457959,Lump Sum,793,Capital Appreciation Strategy 793,Education Planning,4,1,13.700000000000001
793,Kaylee Brown,2 to 5 Years,0,2,1,4,786975,Less than 2 Years,794,Aggressive Income Strategy 794,Education Planning,4,1,
794,Deborah Solis,Over 20 Years,0,3,2,0,887255,6 to 10 Years,795,Capital Appreciation Strategy 795,Major Purchase/Expense,5,2,26.46
795,Kevin Tran,6 to 10 Years,3,2,0,4,391408,Less than 2 Years,796,Aggressive Income Strategy 796,Health Care/Long Term Care,4,2,26.71
796,Cody Thomas,11 to 20 Years,0,2,1,3,854603,Less than 2 Years,797,Aggressive Income Strategy 797,Major Purchase/Expense,3,1,14.680000000000001
797,Nicholas Castillo,11 to 20 Years,0,1,4,3,352453,Over 20 Years,798,Income Strategy 798,Education Planning,2,1,33.1
798,Warren Johnson,Immediate,0,3,1,4,336544,11 to 20 Years,799,Capital Appreciation Strategy 799,Estate/Legacy Planning,5,1,39.739999999999995
799,Michelle Cummings,11 to 20 Years,1,4,2,3,710832,11 to 20 Years,800,Speculation Strategy 800,Current Income,7,2,29.909999999999997
800,James Mcmillan,Less than 2 Years,3,4,2,1,473228,Over 20 Years,801,Speculation Strategy 801,Major Purchase/Expense,5,1,25.06
801,Dr. Cassandra Thornton,Over 20 Years,0,4,0,2,148701,Over 20 Years,802,Speculation Strategy 802,Estate/Legacy Planning,6,2,21.709999999999997
802,Victoria Garcia,6 to 10 Years,0,4,0,3,434357,Lump Sum,803,Speculation Strategy 803,Health Care/Long Term Care,7,2,38.37
803,Brian Pace,6 to 10 Years,0,2,0,1,375867,2 to 5 Years,804,Aggressive Income Strategy 804,Major Purchase/Expense,4,2,24.19
804,Robert Lee,6 to 10 Years,0,3,1,4,635051,6 to 10 Years,805,Capital Appreciation Strategy 805,Wealth Accumulation/Investment,5,1,24.42
805,Daniel Robles,11 to 20 Years,1,4,0,0,908549,6 to 10 Years,806,Speculation Strategy 806,Estate/Legacy Planning,5,1,32.53
806,Brianna Pierce,6 to 10 Years,2,4,1,3,280833,2 to 5 Years,807,Speculation Strategy 807,Major Purchase/Expense,6,1,20.9
807,Stacey Murphy,6 to 10 Years,0,3,2,4,201130,6 to 10 Years,808,Capital Appreciation Strategy 808,Retirement,6,2,23.02
808,Justin Andrews,6 to 10 Years,0,2,3,1,676537,Over 20 Years,809,Aggressive Income Strategy 809,Charitable,4,2,24.0
809,Jennifer Mccullough,2 to 5 Years,0,3,2,4,466045,Less than 2 Years,810,Capital Appreciation Strategy 810,Current Income,5,1,16.77
810,Mariah Davis,Less than 2 Years,0,3,2,4,421199,6 to 10 Years,811,Capital Appreciation Strategy 811,Estate/Legacy Planning,5,1,27.189999999999998
811,Jason Davis,2 to 5 Years,2,3,0,0,873307,Over 20 Years,812,Capital Appreciation Strategy 812,Wealth Accumulation/Investment,4,1,13.8
812,Kimberly Ellis,6 to 10 Years,0,3,0,1,302942,Over 20 Years,813,Capital Appreciation Strategy 813,Current Income,4,1,17.59
813,Alexis Shaw,2 to 5 Years,0,1,3,4,717743,Lump Sum,814,Income Strategy 814,Charitable,2,0,40.81
814,Diana Jackson,Less than 2 Years,0,1,4,3,871565,Less than 2 Years,815,Income Strategy 815,Retirement,2,1,16.64
815,Cindy Mack,2 to 5 Years,4,2,0,1,896312,6 to 10 Years,816,Aggressive Income Strategy 816,Education Planning,4,2,22.13
816,Robert Castro,2 to 5 Years,3,4,2,1,821827,6 to 10 Years,817,Speculation Strategy 817,Health Care/Long Term Care,6,2,30.59
817,Tyler Bryant,Less than 2 Years,1,2,3,4,566138,Less than 2 Years,818,Aggressive Income Strategy 818,Current Income,4,1,19.509999999999998
818,Austin Hanson,Over 20 Years,0,2,3,1,69066,Over 20 Years,819,Aggressive Income Strategy 819,Charitable,4,2,23.65
819,David Underwood,11 to 20 Years,2,4,0,0,329969,Lump Sum,820,Speculation Strategy 820,Major Purchase/Expense,5,1,15.07
820,Terri Nunez,Less than 2 Years,2,1,0,4,426265,Less than 2 Years,821,Income Strategy 821,Current Income,2,1,22.56
821,Joel Garza,Less than 2 Years,0,4,0,2,998218,Lump Sum,822,Speculation Strategy 822,Estate/Legacy Planning,6,1,16.77
822,Emily Harris,Immediate,0,4,1,3,225866,2 to 5 Years,823,Speculation Strategy 823,Education Planning,6,1,21.81
823,Sarah Thompson,11 to 20 Years,0,2,0,3,441312,Less than 2 Years,824,Aggressive Income Strategy 824,Retirement,4,2,22.32
824,Dalton Bautista,Immediate,0,1,2,3,874890,Lump Sum,825,Income Strategy 825,Charitable,2,0,16.34
825,Roberto Griffin,Over 20 Years,0,4,3,2,454765,6 to 10 Years,826,Speculation Strategy 826,Education Planning,6,1,33.910000000000004
826,Tracy Parsons,11 to 20 Years,0,3,1,4,990423,2 to 5 Years,827,Capital Appreciation Strategy 827,Retirement,6,2,23.26
827,Jonathan Thomas,6 to 10 Years,0,3,0,2,258799,11 to 20 Years,828,Capital Appreciation Strategy 828,Major Purchase/Expense,5,2,19.82
828,Diane Clark,Immediate,0,2,0,0,602558,Less than 2 Years,829,Aggressive Income Strategy 829,Health Care/Long Term Care,3,2,16.54
829,Erika Vaughn,6 to 10 Years,0,4,0,3,810787,11 to 20 Years,830,Speculation Strategy 830,Education Planning,6,1,19.439999999999998
830,Amanda Herman,11 to 20 Years,0,4,3,1,55982,11 to 20 Years,831,Speculation Strategy 831,Wealth Accumulation/Investment,6,2,27.35
831,Sharon Lee,6 to 10 Years,0,2,0,1,838935,Lump Sum,832,Aggressive Income Strategy 832,Charitable,4,2,25.86
832,Christy Zhang,2 to 5 Years,0,2,3,4,210983,2 to 5 Years,833,Aggressive Income Strategy 833,Estate/Legacy Planning,4,2,23.9
833,Wayne Mcdaniel,2 to 5 Years,0,2,0,1,558025,Less than 2 Years,834,Aggressive Income Strategy 834,Estate/Legacy Planning,4,2,383.34999999999997
834,Elizabeth Hudson,2 to 5 Years,4,3,1,0,572527,Less than 2 Years,835,Capital Appreciation Strategy 835,Wealth Accumulation/Investment,4,1,14.069999999999999
835,Wesley Hughes,6 to 10 Years,3,2,0,4,824390,Lump Sum,836,Aggressive Income Strategy 836,Education Planning,4,1,23.04
836,Samantha Walker,6 to 10 Years,0,2,4,1,683726,Less than 2 Years,837,Aggressive Income Strategy 837,Wealth Accumulation/Investment,4,2,25.230000000000004
837,Crystal Cook,11 to 20 Years,0,1,4,2,417753,Lump Sum,838,Income Strategy 838,Charitable,2,1,33.62
838,Peter Ward,11 to 20 Years,1,4,3,2,90861,11 to 20 Years,839,Speculation Strategy 839,Health Care/Long Term Care,6,2,26.790000000000003
839,Sarah Larson,2 to 5 Years,4,2,1,3,796788,Less than 2 Years,840,Aggressive Income Strategy 840,Estate/Legacy Planning,4,2,19.400000000000002
840,Roberta Long,Immediate,2,3,0,4,65779,2 to 5 Years,841,Capital Appreciation Strategy 841,Current Income,6,2,13.26
841,Brett Nielsen,6 to 10 Years,0,4,1,2,520375,Over 20 Years,842,Speculation Strategy 842,Education Planning,6,2,30.470000000000002
842,Steven Perry,6 to 10 Years,0,3,1,2,133353,Lump Sum,843,Capital Appreciation Strategy 843,Retirement,5,2,14.44
843,Cindy Davis,Less than 2 Years,2,4,0,3,779396,Less than 2 Years,844,Speculation Strategy 844,Wealth Accumulation/Investment,6,1,17.89
844,Brenda Nunez,Immediate,0,2,0,1,546548,Less than 2 Years,845,Aggressive Income Strategy 845,Retirement,3,1,24.97
845,James Cox,Over 20 Years,0,3,2,1,818360,Over 20 Years,846,Capital Appreciation Strategy 846,Education Planning,4,1,27.58
846,Derek Miller,11 to 20 Years,3,2,0,4,63536,11 to 20 Years,847,Aggressive Income Strategy 847,Estate/Legacy Planning,4,2,42.6
847,Jennifer Ramos,Less than 2 Years,0,1,3,4,863244,2 to 5 Years,848,Income Strategy 848,Charitable,2,0,29.599999999999998
848,Teresa Carr,11 to 20 Years,0,1,0,3,862865,Lump Sum,849,Income Strategy 849,Health Care/Long Term Care,2,1,21.959999999999997
849,Jason Little,Immediate,0,3,4,2,525505,Lump Sum,850,Capital Appreciation Strategy 850,Retirement,5,2,21.25
850,James Chavez,6 to 10 Years,1,2,3,0,997403,Over 20 Years,851,Aggressive Income Strategy 851,Wealth Accumulation/Investment,3,1,16.07
851,Kimberly Martinez,2 to 5 Years,3,4,0,1,162457,6 to 10 Years,852,Speculation Strategy 852,Estate/Legacy Planning,5,1,22.73
852,Daniel Morgan PhD,Over 20 Years,4,1,2,0,629658,Lump Sum,853,Income Strategy 853,Current Income,1,1,34.79
853,Robert Hartman,Less than 2 Years,0,4,2,0,10024,Less than 2 Years,854,Speculation Strategy 854,Retirement,5,1,17.32
854,Robert Wilson,2 to 5 Years,0,4,0,2,481711,11 to 20 Years,855,Speculation Strategy 855,Wealth Accumulation/Investment,6,1,18.78
855,Nathaniel Adams,Immediate,0,4,0,2,183285,2 to 5 Years,856,Speculation Strategy 856,Health Care/Long Term Care,6,1,22.45
856,Kristin Taylor,Immediate,0,2,0,4,220003,11 to 20 Years,857,Aggressive Income Strategy 857,Major Purchase/Expense,4,2,24.64
857,Shaun Carroll,Less than 2 Years,0,4,1,2,316306,6 to 10 Years,858,Speculation Strategy 858,Estate/Legacy Planning,6,2,25.740000000000002
858,Jared Williams,6 to 10 Years,1,3,2,0,871956,2 to 5 Years,859,Capital Appreciation Strategy 859,Education Planning,4,1,15.97
859,Nicole Walters,Less than 2 Years,0,4,2,3,224128,11 to 20 Years,860,Speculation Strategy 860,Major Purchase/Expense,6,1,23.13
860,Shane Simpson,6 to 10 Years,0,3,2,1,285478,Less than 2 Years,861,Capital Appreciation Strategy 861,Charitable,4,1,36.24
861,Cassandra Cummings,2 to 5 Years,3,2,4,0,331942,2 to 5 Years,862,Aggressive Income Strategy 862,Charitable,3,2,29.89
862,Lauren Copeland,2 to 5 Years,2,4,0,3,175871,11 to 20 Years,863,Speculation Strategy 863,Retirement,6,1,25.66
863,Cassie Davis,Over 20 Years,0,2,4,0,429601,Lump Sum,864,Aggressive Income Strategy 864,Estate/Legacy Planning,3,1,23.59
864,Stephen Williams Jr.,2 to 5 Years,0,1,2,0,774171,Less than 2 Years,865,Income Strategy 865,Current Income,1,0,22.3
865,Kevin Hunt,2 to 5 Years,0,3,1,4,185008,2 to 5 Years,866,Capital Appreciation Strategy 866,Education Planning,6,2,22.85
866,Megan Lee,Immediate,0,4,2,0,688881,Over 20 Years,867,Speculation Strategy 867,Major Purchase/Expense,6,2,12.8
867,Zachary Hill,11 to 20 Years,0,2,4,3,851450,2 to 5 Years,868,Aggressive Income Strategy 868,Major Purchase/Expense,3,1,34.81
868,Kellie Walter,Less than 2 Years,1,4,3,0,220853,Less than 2 Years,869,Speculation Strategy 869,Education Planning,5,1,22.23
869,April Hamilton,Immediate,0,2,4,3,153188,Lump Sum,870,Aggressive Income Strategy 870,Major Purchase/Expense,3,1,16.39
870,Patricia Brady,Less than 2 Years,4,1,0,2,763205,Over 20 Years,871,Income Strategy 871,Estate/Legacy Planning,1,0,25.0
871,Jade Waters,Immediate,3,4,0,2,459128,Less than 2 Years,872,Speculation Strategy 872,Estate/Legacy Planning,6,1,26.419999999999998
872,Diane Park,6 to 10 Years,2,3,0,1,988711,11 to 20 Years,873,Capital Appreciation Strategy 873,Major Purchase/Expense,4,1,17.76
873,Amy Garcia,6 to 10 Years,0,2,0,1,505782,6 to 10 Years,874,Aggressive Income Strategy 874,Retirement,4,2,34.06
874,Stephanie Castillo,2 to 5 Years,3,4,0,2,158304,Less than 2 Years,875,Speculation Strategy 875,Wealth Accumulation/Investment,6,1,28.42
875,Stephanie Ibarra,6 to 10 Years,4,2,0,3,914460,2 to 5 Years,876,Aggressive Income Strategy 876,Wealth Accumulation/Investment,3,1,25.259999999999998
876,Emily Patel,11 to 20 Years,4,3,0,2,21379,2 to 5 Years,877,Capital Appreciation Strategy 877,Health Care/Long Term Care,4,1,24.6
877,Karen Bradford,11 to 20 Years,4,1,2,0,451541,11 to 20 Years,878,Income Strategy 878,Retirement,1,1,26.779999999999998
878,Gwendolyn Cole,Immediate,3,2,0,4,842037,6 to 10 Years,879,Aggressive Income Strategy 879,Charitable,4,2,18.360000000000003
879,Ryan Adams,Less than 2 Years,3,2,0,0,985062,Lump Sum,880,Aggressive Income Strategy 880,Retirement,3,1,26.0
880,Adam Vasquez,Immediate,0,2,1,3,55176,6 to 10 Years,881,Aggressive Income Strategy 881,Major Purchase/Expense,3,1,28.76
881,Lisa Wheeler,Immediate,0,3,4,0,99947,Less than 2 Years,882,Capital Appreciation Strategy 882,Major Purchase/Expense,4,1,28.12
882,Ethan Lambert,Less than 2 Years,1,3,0,4,628538,11 to 20 Years,883,Capital Appreciation Strategy 883,Estate/Legacy Planning,6,2,41.97
883,Laura Powell,2 to 5 Years,3,1,0,0,788263,Less than 2 Years,884,Income Strategy 884,Current Income,1,1,15.190000000000001
884,Michael Armstrong,Over 20 Years,1,4,3,0,109867,2 to 5 Years,885,Speculation Strategy 885,Current Income,6,2,23.86
885,Eric Miller,6 to 10 Years,2,4,3,0,454579,Over 20 Years,886,Speculation Strategy 886,Charitable,5,1,18.48
886,Dawn Beasley,6 to 10 Years,0,4,1,2,540260,11 to 20 Years,887,Speculation Strategy 887,Retirement,6,2,25.5
887,Phillip Ashley,6 to 10 Years,3,1,2,0,641010,6 to 10 Years,888,Income Strategy 888,Education Planning,1,1,32.39
888,Jessica Ellis,Less than 2 Years,0,2,1,4,417068,2 to 5 Years,889,Aggressive Income Strategy 889,Education Planning,4,2,19.650000000000002
889,Joseph Cook,2 to 5 Years,3,4,0,1,54725,11 to 20 Years,890,Speculation Strategy 890,Estate/Legacy Planning,5,1,31.46
890,Katelyn Burns,Over 20 Years,3,1,0,4,149533,Lump Sum,891,Income Strategy 891,Estate/Legacy Planning,2,0,27.42
891,Debra Martinez,Over 20 Years,1,3,4,0,691272,2 to 5 Years,892,Capital Appreciation Strategy 892,Major Purchase/Expense,4,1,17.98
892,Stephen Collins,2 to 5 Years,0,1,3,4,578524,6 to 10 Years,893,Income Strategy 893,Charitable,2,1,38.91
893,Gerald Matthews,6 to 10 Years,3,4,1,2,502770,2 to 5 Years,894,Speculation Strategy 894,Wealth Accumulation/Investment,6,1,27.389999999999997
894,Denise Riley,Less than 2 Years,0,2,3,1,417811,Less than 2 Years,895,Aggressive Income Strategy 895,Retirement,3,1,23.68
895,Ashley Gamble,2 to 5 Years,2,4,1,3,199810,11 to 20 Years,896,Speculation Strategy 896,Current Income,6,1,16.28
896,Steven Cole,6 to 10 Years,0,3,4,0,622673,11 to 20 Years,897,Capital Appreciation Strategy 897,Charitable,4,1,32.74
897,Colleen Scott,11 to 20 Years,0,3,1,4,512901,Less than 2 Years,898,Capital Appreciation Strategy 898,Wealth Accumulation/Investment,5,1,17.669999999999998
898,Sylvia Wallace,2 to 5 Years,1,4,2,3,459267,Over 20 Years,899,Speculation Strategy 899,Retirement,7,2,28.060000000000002
899,Kayla Moran,Immediate,2,3,0,1,404673,Less than 2 Years,900,Capital Appreciation Strategy 900,Charitable,5,2,22.259999999999998
900,Melanie Lee MD,11 to 20 Years,0,2,0,4,370976,2 to 5 Years,901,Aggressive Income Strategy 901,Health Care/Long Term Care,4,1,26.66
901,Christina Petty,6 to 10 Years,0,1,2,0,649967,Over 20 Years,902,Income Strategy 902,Charitable,1,0,17.21
902,Kimberly Garcia,2 to 5 Years,0,3,0,2,362849,6 to 10 Years,903,Capital Appreciation Strategy 903,Estate/Legacy Planning,4,1,20.54
903,Bradley Jones,Less than 2 Years,4,2,0,0,658759,Less than 2 Years,904,Aggressive Income Strategy 904,Retirement,3,2,19.27
904,Brent Smith,Over 20 Years,0,2,0,4,754714,Over 20 Years,905,Aggressive Income Strategy 905,Wealth Accumulation/Investment,4,1,19.59
905,Kayla Rodriguez,6 to 10 Years,0,2,4,1,187532,6 to 10 Years,906,Aggressive Income Strategy 906,Current Income,3,1,34.18
906,Jerry Torres,6 to 10 Years,2,3,4,1,615648,2 to 5 Years,907,Capital Appreciation Strategy 907,Retirement,5,2,26.43
907,Kyle Smith,6 to 10 Years,0,2,3,4,925263,6 to 10 Years,908,Aggressive Income Strategy 908,Retirement,4,2,18.310000000000002
908,Debra Gonzalez,11 to 20 Years,0,2,4,1,672636,Over 20 Years,909,Aggressive Income Strategy 909,Current Income,3,1,22.48
909,Adam Ellis,6 to 10 Years,4,3,0,0,482614,6 to 10 Years,910,Capital Appreciation Strategy 910,Retirement,4,1,24.2
910,Stanley Smith,11 to 20 Years,2,3,0,1,332207,11 to 20 Years,911,Capital Appreciation Strategy 911,Current Income,4,1,29.95
911,Kyle Hamilton,Immediate,2,3,0,1,591735,6 to 10 Years,912,Capital Appreciation Strategy 912,Current Income,4,1,35.589999999999996
912,Katie Gallagher,Immediate,0,4,2,1,94666,Over 20 Years,913,Speculation Strategy 913,Major Purchase/Expense,5,1,28.26
913,Susan Sutton,11 to 20 Years,0,1,0,3,823595,Lump Sum,914,Income Strategy 914,Wealth Accumulation/Investment,2,1,22.11
914,Seth Rhodes,6 to 10 Years,4,1,0,2,185411,11 to 20 Years,915,Income Strategy 915,Estate/Legacy Planning,2,1,24.779999999999998
915,Stephanie Davis,Immediate,0,4,1,2,167754,Lump Sum,916,Speculation Strategy 916,Estate/Legacy Planning,6,1,12.25
916,Christine Bryant,11 to 20 Years,0,4,3,1,715365,11 to 20 Years,917,Speculation Strategy 917,Health Care/Long Term Care,5,1,29.57
917,Kristine Collins,6 to 10 Years,0,1,3,2,191922,6 to 10 Years,918,Income Strategy 918,Current Income,2,1,300.11
918,Amber Hill,Less than 2 Years,4,1,2,0,214204,6 to 10 Years,919,Income Strategy 919,Major Purchase/Expense,1,1,37.09
919,Kristina Tapia,6 to 10 Years,0,1,2,4,983369,Lump Sum,920,Income Strategy 920,Estate/Legacy Planning,2,1,16.98
920,Christina Rogers,11 to 20 Years,3,4,0,1,673349,6 to 10 Years,921,Speculation Strategy 921,Major Purchase/Expense,5,1,22.55
921,Denise Young,Over 20 Years,3,4,0,1,43285,2 to 5 Years,922,Speculation Strategy 922,Wealth Accumulation/Investment,6,2,17.51
922,Alejandro Thompson,Over 20 Years,3,1,0,2,341806,6 to 10 Years,923,Income Strategy 923,Wealth Accumulation/Investment,1,0,21.349999999999998
923,John Williams,Immediate,0,1,3,0,145739,Lump Sum,924,Income Strategy 924,Education Planning,1,0,26.27
924,Parker Nichols,11 to 20 Years,2,1,0,4,804788,Over 20 Years,925,Income Strategy 925,Charitable,2,0,27.79
925,Amanda Wallace,Over 20 Years,0,2,3,4,669673,Lump Sum,926,Aggressive Income Strategy 926,Retirement,4,2,20.380000000000003
926,Kenneth Taylor,Less than 2 Years,0,2,4,3,815735,Lump Sum,927,Aggressive Income Strategy 927,Education Planning,3,1,47.15
927,John Mays,Less than 2 Years,4,3,0,1,61443,11 to 20 Years,928,Capital Appreciation Strategy 928,Retirement,5,2,
928,Marilyn Schmidt DDS,2 to 5 Years,2,1,3,0,816618,11 to 20 Years,929,Income Strategy 929,Wealth Accumulation/Investment,1,0,20.61
929,Jane Anthony,2 to 5 Years,0,3,2,4,636174,6 to 10 Years,930,Capital Appreciation Strategy 930,Wealth Accumulation/Investment,5,1,20.810000000000002
930,Tanya Gonzalez,6 to 10 Years,4,2,1,3,17433,Lump Sum,931,Aggressive Income Strategy 931,Estate/Legacy Planning,4,2,23.169999999999998
931,Samuel Melton,6 to 10 Years,1,4,0,3,579991,6 to 10 Years,932,Speculation Strategy 932,Estate/Legacy Planning,7,2,37.669999999999995
932,Dawn Miller,2 to 5 Years,0,3,0,2,211673,11 to 20 Years,933,Capital Appreciation Strategy 933,Major Purchase/Expense,4,1,25.97
933,Gregory Rice,Over 20 Years,0,2,1,4,471597,2 to 5 Years,934,Aggressive Income Strategy 934,Estate/Legacy Planning,4,2,16.02
934,Ryan Mccarty,Less than 2 Years,0,2,3,4,421095,11 to 20 Years,935,Aggressive Income Strategy 935,Major Purchase/Expense,4,2,24.18
935,Donald Reyes,Over 20 Years,0,3,0,4,346435,11 to 20 Years,936,Capital Appreciation Strategy 936,Wealth Accumulation/Investment,6,2,20.16
936,Sarah Byrd,2 to 5 Years,3,4,0,0,839192,Lump Sum,937,Speculation Strategy 937,Retirement,5,1,31.91
937,Anthony Thomas,2 to 5 Years,0,4,1,2,151552,Less than 2 Years,938,Speculation Strategy 938,Current Income,6,2,20.04
938,Catherine Huffman,Less than 2 Years,3,4,2,0,171869,2 to 5 Years,939,Speculation Strategy 939,Charitable,5,1,19.439999999999998
939,Paige Villa,11 to 20 Years,1,2,0,4,295297,Over 20 Years,940,Aggressive Income Strategy 940,Wealth Accumulation/Investment,4,2,15.559999999999999
940,Krista Lee,11 to 20 Years,1,2,0,4,225660,2 to 5 Years,941,Aggressive Income Strategy 941,Current Income,4,2,25.77
941,Eric Roy,6 to 10 Years,0,3,4,1,368296,Lump Sum,942,Capital Appreciation Strategy 942,Current Income,5,2,24.58
942,Adam Haynes,11 to 20 Years,0,3,4,2,991572,Less than 2 Years,943,Capital Appreciation Strategy 943,Estate/Legacy Planning,5,2,23.25
943,Brian Graham,2 to 5 Years,0,4,3,2,78966,6 to 10 Years,944,Speculation Strategy 944,Current Income,6,1,23.62
944,Joshua Reyes,Over 20 Years,0,2,4,3,978542,Lump Sum,945,Aggressive Income Strategy 945,Charitable,3,1,17.990000000000002
945,Robert Johnson,6 to 10 Years,4,3,1,0,623124,Over 20 Years,946,Capital Appreciation Strategy 946,Current Income,4,1,20.200000000000003
946,Juan Graham,6 to 10 Years,0,4,2,1,18837,11 to 20 Years,947,Speculation Strategy 947,Wealth Accumulation/Investment,6,2,12.690000000000001
947,Matthew Mcdonald,11 to 20 Years,0,2,1,3,816563,Over 20 Years,948,Aggressive Income Strategy 948,Estate/Legacy Planning,3,1,16.57
948,Stephen Gross,11 to 20 Years,3,2,1,4,617716,11 to 20 Years,949,Aggressive Income Strategy 949,Estate/Legacy Planning,4,2,28.15
949,Jason Williamson,6 to 10 Years,3,1,2,0,79977,2 to 5 Years,950,Income Strategy 950,Retirement,1,0,47.349999999999994
950,Kimberly Hardy,2 to 5 Years,0,4,0,3,395332,2 to 5 Years,951,Speculation Strategy 951,Charitable,6,1,16.33
951,Kurt Conrad,2 to 5 Years,0,1,0,4,823186,2 to 5 Years,952,Income Strategy 952,Education Planning,2,1,15.079999999999998
952,Andrew Hudson,6 to 10 Years,2,3,4,1,828371,Lump Sum,953,Capital Appreciation Strategy 953,Charitable,4,1,15.840000000000002
953,Mrs. Ana Smith,6 to 10 Years,0,1,2,4,20620,Less than 2 Years,954,Income Strategy 954,Major Purchase/Expense,2,1,18.529999999999998
954,Keith Lee,11 to 20 Years,1,2,3,4,491332,Less than 2 Years,955,Aggressive Income Strategy 955,Health Care/Long Term Care,4,1,19.42
955,Logan Odonnell,Less than 2 Years,1,3,0,0,237300,Less than 2 Years,956,Capital Appreciation Strategy 956,Education Planning,4,1,22.33
956,Margaret Wilson,Immediate,0,2,0,1,405764,Less than 2 Years,957,Aggressive Income Strategy 957,Major Purchase/Expense,4,2,13.919999999999998
957,Mr. Robert Mccullough,6 to 10 Years,0,4,2,1,195822,Over 20 Years,958,Speculation Strategy 958,Wealth Accumulation/Investment,5,1,12.98
958,Vincent Johnson,Over 20 Years,0,2,3,1,500754,Less than 2 Years,959,Aggressive Income Strategy 959,Retirement,3,1,23.82
959,Robert Short,Over 20 Years,1,4,0,2,192007,Lump Sum,960,Speculation Strategy 960,Major Purchase/Expense,6,1,26.950000000000003
960,Erica Rose,Over 20 Years,0,4,3,2,333748,2 to 5 Years,961,Speculation Strategy 961,Current Income,6,1,21.11
961,Jason Schmidt,Immediate,2,4,0,0,630267,Over 20 Years,962,Speculation Strategy 962,Charitable,6,2,17.330000000000002
962,Jessica Butler,Immediate,0,2,0,3,939438,6 to 10 Years,963,Aggressive Income Strategy 963,Charitable,3,1,29.34
963,Brandi Walker,11 to 20 Years,0,1,2,4,200863,Lump Sum,964,Income Strategy 964,Major Purchase/Expense,2,0,20.79
964,Christopher Rodriguez,Immediate,0,1,0,2,109917,Over 20 Years,965,Income Strategy 965,Wealth Accumulation/Investment,1,0,26.36
965,Maria Mack,11 to 20 Years,0,4,2,3,146207,Less than 2 Years,966,Speculation Strategy 966,Current Income,6,1,25.44
966,Kathleen Gomez,Over 20 Years,0,2,1,4,638583,Less than 2 Years,967,Aggressive Income Strategy 967,Wealth Accumulation/Investment,4,2,54.269999999999996
967,Justin Peters,11 to 20 Years,1,3,2,4,357702,6 to 10 Years,968,Capital Appreciation Strategy 968,Estate/Legacy Planning,6,2,19.17
968,Rachael Jacobs,11 to 20 Years,0,4,1,3,780729,2 to 5 Years,969,Speculation Strategy 969,Retirement,7,2,30.65
969,Selena Murphy,Over 20 Years,0,2,3,0,679527,2 to 5 Years,970,Aggressive Income Strategy 970,Retirement,3,1,21.87
970,Blake Hines,Less than 2 Years,0,2,0,0,549093,11 to 20 Years,971,Aggressive Income Strategy 971,Wealth Accumulation/Investment,3,2,22.509999999999998
971,Thomas Short,6 to 10 Years,3,4,2,0,482159,Less than 2 Years,972,Speculation Strategy 972,Major Purchase/Expense,5,1,18.69
972,Jennifer King,Immediate,0,2,4,1,752592,Less than 2 Years,973,Aggressive Income Strategy 973,Estate/Legacy Planning,4,2,28.999999999999996
973,John Henderson,Over 20 Years,4,2,1,0,621008,Lump Sum,974,Aggressive Income Strategy 974,Charitable,3,2,14.610000000000001
974,Heather Mccormick,Over 20 Years,0,1,4,2,909976,2 to 5 Years,975,Income Strategy 975,Estate/Legacy Planning,1,0,23.89
975,Jessica Nelson,2 to 5 Years,0,4,1,0,322477,11 to 20 Years,976,Speculation Strategy 976,Charitable,6,2,40.400000000000006
976,Christina Paul,6 to 10 Years,0,4,3,1,259093,2 to 5 Years,977,Speculation Strategy 977,Retirement,5,1,37.55
977,Michael Hernandez,2 to 5 Years,0,3,2,4,812767,6 to 10 Years,978,Capital Appreciation Strategy 978,Health Care/Long Term Care,5,1,25.27
978,Michael Wagner,6 to 10 Years,1,3,0,2,837636,Lump Sum,979,Capital Appreciation Strategy 979,Estate/Legacy Planning,4,1,32.21
979,Harry Adams,6 to 10 Years,1,3,0,0,405108,2 to 5 Years,980,Capital Appreciation Strategy 980,Retirement,4,1,21.64
980,Christian Tucker,6 to 10 Years,4,1,0,0,562712,Less than 2 Years,981,Income Strategy 981,Major Purchase/Expense,1,0,40.67
981,Colin Finley,6 to 10 Years,0,4,0,3,414441,6 to 10 Years,982,Speculation Strategy 982,Health Care/Long Term Care,7,2,28.84
982,Carlos Ward,Immediate,0,2,1,4,370963,Over 20 Years,983,Aggressive Income Strategy 983,Wealth Accumulation/Investment,4,2,24.3
983,Gary Hendricks,Less than 2 Years,0,2,3,4,714664,6 to 10 Years,984,Aggressive Income Strategy 984,Current Income,4,1,19.71
984,Brittany Tapia,Immediate,3,2,1,0,460398,11 to 20 Years,985,Aggressive Income Strategy 985,Education Planning,3,2,21.2
